Provider;Location;Aggregate Date;Test Count;Sample Count;Metric Type;User Count;Minimum Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;BOGOTA;2022-07;804514.0;242910.0;median;242910.0;8.0;93863.0;32776.0;93.86;32.78
All Providers Combined;CARTAGENA;2022-07;22627.0;6768.0;median;6768.0;13.0;87158.0;25991.0;87.16;25.99
All Providers Combined;TUNJA;2022-07;11467.0;3723.0;median;3723.0;15.0;65375.0;24916.0;65.38;24.92
All Providers Combined;MANIZALES;2022-07;24099.0;6838.0;median;6838.0;25.0;84534.0;17181.0;84.53;17.18
All Providers Combined;FLORENCIA;2022-07;4021.0;1038.0;median;1038.0;21.0;20156.0;20816.0;20.16;20.82
All Providers Combined;YOPAL;2022-07;3218.0;825.0;median;825.0;15.0;51769.0;25507.0;51.77;25.51
All Providers Combined;POPAYAN;2022-07;17464.0;4639.0;median;4639.0;20.0;59927.0;22220.0;59.93;22.22
All Providers Combined;VALLEDUPAR;2022-07;13086.0;4057.0;median;4057.0;30.0;68602.0;24786.0;68.6;24.79
All Providers Combined;QUIBDO;2022-07;511.0;107.0;median;107.0;46.0;5929.0;908.0;5.93;0.91
All Providers Combined;MONTERIA;2022-07;11405.0;3261.0;median;3261.0;17.0;63757.0;23484.0;63.76;23.48
All Providers Combined;INIRIDA;2022-07;1.0;1.0;median;1.0;12.0;9732.0;3706.0;9.73;3.71
All Providers Combined;SAN JOSE DEL GUAVIARE;2022-07;905.0;211.0;median;211.0;17.0;9183.0;13131.0;9.18;13.13
All Providers Combined;NEIVA;2022-07;17007.0;4921.0;median;4921.0;27.0;58633.0;26783.0;58.63;26.78
All Providers Combined;RIOHACHA;2022-07;2699.0;934.0;median;934.0;33.0;56085.0;26871.0;56.09;26.87
All Providers Combined;SANTA MARTA;2022-07;12631.0;3925.0;median;3925.0;20.0;64195.0;23514.0;64.2;23.51
All Providers Combined;VILLAVICENCIO;2022-07;25997.0;7511.0;median;7511.0;13.0;85554.0;31119.0;85.55;31.12
All Providers Combined;PASTO;2022-07;13775.0;4077.0;median;4077.0;25.0;58639.0;22099.0;58.64;22.1
All Providers Combined;CUCUTA;2022-07;24368.0;7511.0;median;7511.0;22.0;64984.0;26882.0;64.98;26.88
All Providers Combined;MOCOA;2022-07;387.0;82.0;median;82.0;25.0;20944.0;16497.0;20.94;16.5
All Providers Combined;PEREIRA;2022-07;24990.0;6421.0;median;6421.0;22.0;63455.0;23266.0;63.46;23.27
All Providers Combined;SAN ANDRES;2022-07;800.0;229.0;median;229.0;42.0;11985.0;8575.0;11.99;8.58
All Providers Combined;BUCARAMANGA;2022-07;48808.0;16141.0;median;16141.0;17.0;86465.0;31300.0;86.47;31.3
All Providers Combined;SINCELEJO;2022-07;4349.0;1329.0;median;1329.0;16.0;63441.0;18534.0;63.44;18.53
All Providers Combined;IBAGUE;2022-07;26254.0;6886.0;median;6886.0;13.0;78176.0;31085.0;78.18;31.09
All Providers Combined;CALI;2022-07;121377.0;36476.0;median;36476.0;18.0;77511.0;28336.0;77.51;28.34
All Providers Combined;PUERTO CARRENO;2022-07;3.0;1.0;median;1.0;118.0;2182.0;865.0;2.18;0.87
All Providers Combined;ARMENIA;2022-08;10498.0;2840.0;median;2840.0;24.0;94479.0;19589.0;94.48;19.59
All Providers Combined;LETICIA;2022-08;20.0;11.0;median;11.0;176.0;1275.0;762.0;1.28;0.76
All Providers Combined;MEDELLIN;2022-08;211139.0;64171.0;median;64171.0;10.0;93676.0;26904.0;93.68;26.9
All Providers Combined;ARAUCA;2022-08;1070.0;336.0;median;336.0;15.0;9934.0;4749.0;9.93;4.75
All Providers Combined;BARRANQUILLA;2022-08;60797.0;18091.0;median;18091.0;12.0;86963.0;31523.0;86.96;31.52
All Providers Combined;BOGOTA;2022-08;847070.0;246780.0;median;246780.0;8.0;93957.0;33187.0;93.96;33.19
All Providers Combined;CARTAGENA;2022-08;23355.0;6662.0;median;6662.0;11.0;92895.0;28360.0;92.9;28.36
All Providers Combined;TUNJA;2022-08;12425.0;3719.0;median;3719.0;16.0;66177.0;28441.0;66.18;28.44
All Providers Combined;MANIZALES;2022-08;27924.0;7573.0;median;7573.0;30.0;89048.0;18860.0;89.05;18.86
All Providers Combined;FLORENCIA;2022-08;3259.0;852.0;median;852.0;19.0;22386.0;23228.0;22.39;23.23
All Providers Combined;YOPAL;2022-08;9123.0;3355.0;median;3355.0;10.0;94466.0;32506.0;94.47;32.51
All Providers Combined;POPAYAN;2022-08;15830.0;4496.0;median;4496.0;20.0;57262.0;23987.0;57.26;23.99
All Providers Combined;VALLEDUPAR;2022-08;13345.0;4039.0;median;4039.0;27.0;72279.0;25964.0;72.28;25.96
All Providers Combined;QUIBDO;2022-08;605.0;124.0;median;124.0;45.0;6161.0;1058.0;6.16;1.06
All Providers Combined;MONTERIA;2022-08;10679.0;3292.0;median;3292.0;16.0;65772.0;23522.0;65.77;23.52
All Providers Combined;INIRIDA;2022-08;30.0;7.0;median;7.0;661.0;1104.0;591.0;1.1;0.59
All Providers Combined;SAN JOSE DEL GUAVIARE;2022-08;572.0;142.0;median;142.0;13.0;13593.0;15307.0;13.59;15.31
All Providers Combined;NEIVA;2022-08;21501.0;5048.0;median;5048.0;26.0;50054.0;28224.0;50.05;28.22
All Providers Combined;RIOHACHA;2022-08;2686.0;972.0;median;972.0;34.0;52232.0;28101.0;52.23;28.1
All Providers Combined;SANTA MARTA;2022-08;12956.0;3932.0;median;3932.0;17.0;60466.0;25809.0;60.47;25.81
All Providers Combined;VILLAVICENCIO;2022-08;26804.0;7469.0;median;7469.0;11.0;91239.0;32505.0;91.24;32.51
All Providers Combined;PASTO;2022-08;15038.0;4405.0;median;4405.0;24.0;56969.0;23401.0;56.97;23.4
All Providers Combined;CUCUTA;2022-08;25417.0;7553.0;median;7553.0;21.0;71463.0;28783.0;71.46;28.78
All Providers Combined;MOCOA;2022-08;327.0;45.0;median;45.0;34.0;20380.0;14477.0;20.38;14.48
All Providers Combined;PEREIRA;2022-08;25090.0;6954.0;median;6954.0;22.0;70392.0;23804.0;70.39;23.8
All Providers Combined;SAN ANDRES;2022-08;1593.0;309.0;median;309.0;31.0;15816.0;13447.0;15.82;13.45
All Providers Combined;BUCARAMANGA;2022-08;54617.0;17310.0;median;17310.0;18.0;87480.0;31961.0;87.48;31.96
All Providers Combined;SINCELEJO;2022-08;4540.0;1330.0;median;1330.0;15.0;74495.0;19525.0;74.5;19.53
All Providers Combined;IBAGUE;2022-08;23604.0;6339.0;median;6339.0;13.0;77944.0;32906.0;77.94;32.91
All Providers Combined;CALI;2022-08;129231.0;38655.0;median;38655.0;18.0;77477.0;29369.0;77.48;29.37
All Providers Combined;PUERTO CARRENO;2022-08;5.0;2.0;median;2.0;153.0;2668.0;460.0;2.67;0.46
All Providers Combined;ARMENIA;2022-09;10241.0;2847.0;median;2847.0;25.0;105873.0;25618.0;105.87;25.62
All Providers Combined;LETICIA;2022-09;15.0;7.0;median;7.0;263.0;1382.0;644.0;1.38;0.64
All Providers Combined;MEDELLIN;2022-09;192571.0;59141.0;median;59141.0;10.0;94480.0;28363.0;94.48;28.36
All Providers Combined;ARAUCA;2022-09;842.0;319.0;median;319.0;20.0;11030.0;4821.0;11.03;4.82
All Providers Combined;BARRANQUILLA;2022-09;58107.0;17648.0;median;17648.0;9.0;86801.0;32492.0;86.8;32.49
All Providers Combined;BOGOTA;2022-09;801746.0;232956.0;median;232956.0;8.0;94382.0;38066.0;94.38;38.07
All Providers Combined;CARTAGENA;2022-09;24542.0;6267.0;median;6267.0;9.0;93967.0;29859.0;93.97;29.86
All Providers Combined;TUNJA;2022-09;10819.0;3347.0;median;3347.0;14.0;64014.0;28108.0;64.01;28.11
All Providers Combined;MANIZALES;2022-09;25754.0;6787.0;median;6787.0;29.0;84410.0;19452.0;84.41;19.45
All Providers Combined;FLORENCIA;2022-09;3445.0;876.0;median;876.0;20.0;26913.0;25760.0;26.91;25.76
All Providers Combined;YOPAL;2022-09;3641.0;868.0;median;868.0;14.0;46794.0;27332.0;46.79;27.33
All Providers Combined;POPAYAN;2022-09;14787.0;4079.0;median;4079.0;19.0;60594.0;28530.0;60.59;28.53
All Providers Combined;VALLEDUPAR;2022-09;11923.0;3488.0;median;3488.0;24.0;75623.0;27824.0;75.62;27.82
All Providers Combined;QUIBDO;2022-09;503.0;96.0;median;96.0;43.0;6686.0;2490.0;6.69;2.49
All Providers Combined;MONTERIA;2022-09;9260.0;2891.0;median;2891.0;15.0;58334.0;24145.0;58.33;24.15
All Providers Combined;INIRIDA;2022-09;36.0;11.0;median;11.0;653.0;829.0;482.0;0.83;0.48
All Providers Combined;SAN JOSE DEL GUAVIARE;2022-09;439.0;129.0;median;129.0;14.0;14332.0;18756.0;14.33;18.76
All Providers Combined;NEIVA;2022-09;17469.0;4334.0;median;4334.0;20.0;66263.0;30264.0;66.26;30.26
All Providers Combined;RIOHACHA;2022-09;3121.0;825.0;median;825.0;32.0;55863.0;29656.0;55.86;29.66
All Providers Combined;SANTA MARTA;2022-09;13079.0;3764.0;median;3764.0;14.0;67686.0;28335.0;67.69;28.34
All Providers Combined;VILLAVICENCIO;2022-09;25004.0;6965.0;median;6965.0;11.0;89827.0;32873.0;89.83;32.87
All Providers Combined;PASTO;2022-09;11486.0;3550.0;median;3550.0;23.0;58774.0;26986.0;58.77;26.99
All Providers Combined;CUCUTA;2022-09;23212.0;6784.0;median;6784.0;21.0;66347.0;28953.0;66.35;28.95
All Providers Combined;MOCOA;2022-09;231.0;45.0;median;45.0;21.0;24327.0;23327.0;24.33;23.33
All Providers Combined;PEREIRA;2022-09;23368.0;6416.0;median;6416.0;21.0;66595.0;25362.0;66.6;25.36
All Providers Combined;SAN ANDRES;2022-09;1374.0;262.0;median;262.0;25.0;22942.0;19466.0;22.94;19.47
All Providers Combined;BUCARAMANGA;2022-09;52060.0;16160.0;median;16160.0;17.0;92434.0;32976.0;92.43;32.98
All Providers Combined;SINCELEJO;2022-09;4443.0;1244.0;median;1244.0;14.0;76989.0;23380.0;76.99;23.38
All Providers Combined;IBAGUE;2022-09;23926.0;6163.0;median;6163.0;12.0;78088.0;33245.0;78.09;33.25
All Providers Combined;CALI;2022-09;124315.0;36932.0;median;36932.0;19.0;79809.0;31291.0;79.81;31.29
All Providers Combined;ARMENIA;2022-10;12092.0;3192.0;median;3192.0;26.0;94767.0;24733.0;94.77;24.73
All Providers Combined;LETICIA;2022-10;32.0;9.0;median;9.0;161.0;5026.0;857.0;5.03;0.86
All Providers Combined;MEDELLIN;2022-10;205328.0;63783.0;median;63783.0;10.0;94582.0;28479.0;94.58;28.48
All Providers Combined;ARAUCA;2022-10;873.0;298.0;median;298.0;18.0;11214.0;4905.0;11.21;4.91
All Providers Combined;BARRANQUILLA;2022-10;60246.0;18183.0;median;18183.0;9.0;92351.0;33228.0;92.35;33.23
All Providers Combined;BOGOTA;2022-10;741965.0;224563.0;median;224563.0;8.0;94514.0;38819.0;94.51;38.82
All Providers Combined;CARTAGENA;2022-10;25426.0;6435.0;median;6435.0;9.0;93925.0;30880.0;93.93;30.88
All Providers Combined;TUNJA;2022-10;11647.0;3404.0;median;3404.0;14.0;61859.0;29323.0;61.86;29.32
All Providers Combined;MANIZALES;2022-10;26400.0;6981.0;median;6981.0;28.0;87779.0;19926.0;87.78;19.93
All Providers Combined;FLORENCIA;2022-10;3571.0;961.0;median;961.0;22.0;35751.0;29411.0;35.75;29.41
All Providers Combined;YOPAL;2022-10;3052.0;795.0;median;795.0;14.0;49775.0;26804.0;49.78;26.8
All Providers Combined;POPAYAN;2022-10;15799.0;4595.0;median;4595.0;19.0;57212.0;28403.0;57.21;28.4
All Providers Combined;VALLEDUPAR;2022-10;12107.0;3592.0;median;3592.0;24.0;75343.0;28305.0;75.34;28.31
All Providers Combined;QUIBDO;2022-10;563.0;103.0;median;103.0;38.0;6464.0;6626.0;6.46;6.63
All Providers Combined;MONTERIA;2022-10;8949.0;2765.0;median;2765.0;15.0;60272.0;24603.0;60.27;24.6
All Providers Combined;INIRIDA;2022-10;27.0;12.0;median;12.0;609.0;1296.0;434.0;1.3;0.43
All Providers Combined;SAN JOSE DEL GUAVIARE;2022-10;607.0;159.0;median;159.0;15.0;13437.0;18022.0;13.44;18.02
All Providers Combined;NEIVA;2022-10;16929.0;4431.0;median;4431.0;20.0;51639.0;29038.0;51.64;29.04
All Providers Combined;RIOHACHA;2022-10;2723.0;906.0;median;906.0;33.0;60616.0;29753.0;60.62;29.75
All Providers Combined;SANTA MARTA;2022-10;13591.0;4070.0;median;4070.0;15.0;65032.0;29002.0;65.03;29.0
All Providers Combined;VILLAVICENCIO;2022-10;23789.0;6844.0;median;6844.0;10.0;91792.0;33096.0;91.79;33.1
All Providers Combined;PASTO;2022-10;11936.0;3595.0;median;3595.0;22.0;59735.0;27119.0;59.74;27.12
All Providers Combined;CUCUTA;2022-10;22809.0;6848.0;median;6848.0;20.0;70196.0;29686.0;70.2;29.69
All Providers Combined;MOCOA;2022-10;206.0;52.0;median;52.0;25.0;30031.0;34152.0;30.03;34.15
All Providers Combined;PEREIRA;2022-10;22865.0;6338.0;median;6338.0;21.0;76545.0;28119.0;76.55;28.12
All Providers Combined;SAN ANDRES;2022-10;1670.0;310.0;median;310.0;20.0;54450.0;42323.0;54.45;42.32
All Providers Combined;BUCARAMANGA;2022-10;52658.0;16886.0;median;16886.0;17.0;93192.0;33512.0;93.19;33.51
All Providers Combined;SINCELEJO;2022-10;3914.0;1233.0;median;1233.0;15.0;66392.0;23519.0;66.39;23.52
All Providers Combined;IBAGUE;2022-10;23224.0;6517.0;median;6517.0;12.0;79204.0;34676.0;79.2;34.68
All Providers Combined;CALI;2022-10;128426.0;39079.0;median;39079.0;18.0;79678.0;31527.0;79.68;31.53
All Providers Combined;ARMENIA;2022-11;9670.0;2850.0;median;2850.0;23.0;123751.0;27953.0;123.75;27.95
All Providers Combined;LETICIA;2022-11;410.0;40.0;median;40.0;169.0;9325.0;5940.0;9.33;5.94
All Providers Combined;MEDELLIN;2022-11;181498.0;57259.0;median;57259.0;10.0;94725.0;28460.0;94.73;28.46
All Providers Combined;ARAUCA;2022-11;586.0;234.0;median;234.0;15.0;11884.0;4892.0;11.88;4.89
All Providers Combined;BARRANQUILLA;2022-11;57791.0;17955.0;median;17955.0;9.0;88867.0;32702.0;88.87;32.7
All Providers Combined;BOGOTA;2022-11;728715.0;226872.0;median;226872.0;8.0;95088.0;39374.0;95.09;39.37
All Providers Combined;CARTAGENA;2022-11;22527.0;6303.0;median;6303.0;8.0;97703.0;34604.0;97.7;34.6
All Providers Combined;TUNJA;2022-11;10349.0;3289.0;median;3289.0;15.0;63973.0;27412.0;63.97;27.41
All Providers Combined;MANIZALES;2022-11;20718.0;6165.0;median;6165.0;27.0;92294.0;19962.0;92.29;19.96
All Providers Combined;FLORENCIA;2022-11;3104.0;778.0;median;778.0;21.0;42876.0;32741.0;42.88;32.74
All Providers Combined;YOPAL;2022-11;2810.0;684.0;median;684.0;14.0;59625.0;28832.0;59.63;28.83
All Providers Combined;POPAYAN;2022-11;15478.0;4514.0;median;4514.0;20.0;61438.0;28431.0;61.44;28.43
All Providers Combined;VALLEDUPAR;2022-11;10765.0;3438.0;median;3438.0;23.0;81918.0;28387.0;81.92;28.39
All Providers Combined;QUIBDO;2022-11;480.0;110.0;median;110.0;33.0;8010.0;4313.0;8.01;4.31
All Providers Combined;MONTERIA;2022-11;9124.0;2828.0;median;2828.0;15.0;66199.0;25225.0;66.2;25.23
All Providers Combined;INIRIDA;2022-11;31.0;12.0;median;12.0;89.0;13713.0;9234.0;13.71;9.23
All Providers Combined;SAN JOSE DEL GUAVIARE;2022-11;525.0;137.0;median;137.0;17.0;10759.0;14480.0;10.76;14.48
All Providers Combined;NEIVA;2022-11;15331.0;4337.0;median;4337.0;20.0;62030.0;30586.0;62.03;30.59
All Providers Combined;RIOHACHA;2022-11;2383.0;835.0;median;835.0;32.0;65066.0;29228.0;65.07;29.23
All Providers Combined;SANTA MARTA;2022-11;13393.0;4099.0;median;4099.0;14.0;81392.0;28992.0;81.39;28.99
All Providers Combined;VILLAVICENCIO;2022-11;24397.0;6951.0;median;6951.0;11.0;90750.0;33135.0;90.75;33.14
All Providers Combined;PASTO;2022-11;13469.0;3923.0;median;3923.0;23.0;63998.0;29301.0;64.0;29.3
All Providers Combined;CUCUTA;2022-11;21459.0;6539.0;median;6539.0;22.0;66271.0;29171.0;66.27;29.17
All Providers Combined;MOCOA;2022-11;383.0;74.0;median;74.0;22.0;35076.0;34979.0;35.08;34.98
All Providers Combined;PEREIRA;2022-11;19967.0;5952.0;median;5952.0;21.0;76985.0;27970.0;76.99;27.97
All Providers Combined;SAN ANDRES;2022-11;2274.0;349.0;median;349.0;20.0;76647.0;71585.0;76.65;71.59
All Providers Combined;BUCARAMANGA;2022-11;47756.0;15601.0;median;15601.0;17.0;94159.0;34575.0;94.16;34.58
All Providers Combined;SINCELEJO;2022-11;3682.0;1251.0;median;1251.0;15.0;81134.0;22342.0;81.13;22.34
All Providers Combined;IBAGUE;2022-11;22485.0;6498.0;median;6498.0;12.0;88890.0;38273.0;88.89;38.27
All Providers Combined;CALI;2022-11;117731.0;35819.0;median;35819.0;19.0;84262.0;32262.0;84.26;32.26
All Providers Combined;PUERTO CARRENO;2022-11;4.0;1.0;median;1.0;54.0;272757.0;21199.0;272.76;21.2
All Providers Combined;ARMENIA;2022-12;8769.0;2552.0;median;2552.0;23.0;131711.0;32577.0;131.71;32.58
All Providers Combined;LETICIA;2022-12;1052.0;92.0;median;92.0;190.0;23957.0;3989.0;23.96;3.99
All Providers Combined;MEDELLIN;2022-12;144813.0;46949.0;median;46949.0;10.0;95152.0;28331.0;95.15;28.33
All Providers Combined;ARAUCA;2022-12;858.0;319.0;median;319.0;12.0;12798.0;4820.0;12.8;4.82
All Providers Combined;BARRANQUILLA;2022-12;55277.0;17236.0;median;17236.0;9.0;92253.0;32676.0;92.25;32.68
All Providers Combined;BOGOTA;2022-12;620130.0;194153.0;median;194153.0;7.0;98960.0;41799.0;98.96;41.8
All Providers Combined;CARTAGENA;2022-12;21440.0;6221.0;median;6221.0;8.0;101470.0;38942.0;101.47;38.94
All Providers Combined;TUNJA;2022-12;8634.0;2975.0;median;2975.0;14.0;57952.0;25009.0;57.95;25.01
All Providers Combined;MANIZALES;2022-12;16649.0;5400.0;median;5400.0;27.0;90740.0;19509.0;90.74;19.51
All Providers Combined;FLORENCIA;2022-12;2731.0;781.0;median;781.0;20.0;37570.0;32637.0;37.57;32.64
All Providers Combined;YOPAL;2022-12;2567.0;627.0;median;627.0;15.0;48506.0;27487.0;48.51;27.49
All Providers Combined;POPAYAN;2022-12;11605.0;3700.0;median;3700.0;19.0;62404.0;28579.0;62.4;28.58
All Providers Combined;VALLEDUPAR;2022-12;10385.0;3319.0;median;3319.0;22.0;79188.0;27625.0;79.19;27.63
All Providers Combined;QUIBDO;2022-12;405.0;88.0;median;88.0;41.0;6007.0;1425.0;6.01;1.43
All Providers Combined;MONTERIA;2022-12;8167.0;2577.0;median;2577.0;15.0;67155.0;25249.0;67.16;25.25
All Providers Combined;INIRIDA;2022-12;230.0;10.0;median;10.0;75.0;5922.0;2446.0;5.92;2.45
All Providers Combined;SAN JOSE DEL GUAVIARE;2022-12;440.0;151.0;median;151.0;15.0;12695.0;10700.0;12.7;10.7
All Providers Combined;NEIVA;2022-12;12736.0;3723.0;median;3723.0;18.0;64168.0;31313.0;64.17;31.31
All Providers Combined;RIOHACHA;2022-12;2127.0;795.0;median;795.0;33.0;64696.0;28633.0;64.7;28.63
All Providers Combined;SANTA MARTA;2022-12;12660.0;3791.0;median;3791.0;14.0;85919.0;29279.0;85.92;29.28
All Providers Combined;VILLAVICENCIO;2022-12;23140.0;6700.0;median;6700.0;11.0;94291.0;33688.0;94.29;33.69
All Providers Combined;PASTO;2022-12;11244.0;3613.0;median;3613.0;22.0;61558.0;28995.0;61.56;29.0
All Providers Combined;CUCUTA;2022-12;21389.0;6303.0;median;6303.0;23.0;65109.0;29306.0;65.11;29.31
All Providers Combined;MOCOA;2022-12;287.0;59.0;median;59.0;21.0;31801.0;33291.0;31.8;33.29
All Providers Combined;PEREIRA;2022-12;17878.0;5354.0;median;5354.0;21.0;82705.0;29084.0;82.71;29.08
All Providers Combined;SAN ANDRES;2022-12;1533.0;315.0;median;315.0;20.0;69751.0;47564.0;69.75;47.56
All Providers Combined;BUCARAMANGA;2022-12;42864.0;14277.0;median;14277.0;16.0;94748.0;36894.0;94.75;36.89
All Providers Combined;SINCELEJO;2022-12;3250.0;1019.0;median;1019.0;14.0;82614.0;22519.0;82.61;22.52
All Providers Combined;IBAGUE;2022-12;20103.0;6213.0;median;6213.0;12.0;88599.0;38800.0;88.6;38.8
All Providers Combined;CALI;2022-12;102950.0;32093.0;median;32093.0;19.0;86394.0;32430.0;86.39;32.43
All Providers Combined;PUERTO CARRENO;2022-12;37.0;2.0;median;2.0;128.0;58123.0;10705.0;58.12;10.71
All Providers Combined;ARMENIA;2023-01;9622.0;2783.0;median;2783.0;22.0;124503.0;32178.0;124.5;32.18
All Providers Combined;LETICIA;2023-01;815.0;106.0;median;106.0;200.0;33710.0;5995.0;33.71;6.0
All Providers Combined;MEDELLIN;2023-01;168102.0;54258.0;median;54258.0;10.0;94767.0;28099.0;94.77;28.1
All Providers Combined;ARAUCA;2023-01;889.0;310.0;median;310.0;8.0;12565.0;4874.0;12.57;4.87
All Providers Combined;BARRANQUILLA;2023-01;66725.0;20096.0;median;20096.0;10.0;88427.0;32986.0;88.43;32.99
All Providers Combined;BOGOTA;2023-01;716949.0;220446.0;median;220446.0;7.0;99149.0;41812.0;99.15;41.81
